geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 73; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 17;45.0
2; 73; 68; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 14;44.0
3; 68; 62; 6; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 14;42.0
4; 62; 58; 6; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 12;41.0
5; 58; 53; 5; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 11;41.0
6; 53; 48; 5; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 11;40.0
7; 48; 44; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 9;38.0
8; 44; 42; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 7;38.0
9; 42; 42; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 5;37.0
10; 42; 39; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 8;36.0
11; 39; 35; 3; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 8;36.0
12; 35; 33; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;36.0
13; 33; 32; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;36.0
14; 32; 29; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;35.0
15; 29; 25; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;35.0
16; 25; 23; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;35.0
17; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;34.0
18; 20; 25; 10; 0.1; 5; 0; 0; 0; 0.03; 0; 0; 5;35.0
19; 25; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;34.0
20; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 3;34.0
21; 21; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;34.0
22; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;34.0
23; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;34.0
24; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;34.0
25; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
26; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
27; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
28; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
29; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
30; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
31; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
32; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
33; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
34; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
35; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
36; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
37; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
38; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
39; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
40; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
41; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
42; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
43; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
44; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
45; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
46; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
47; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
48; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
49; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
50; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
51; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
52; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
53; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
54; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
55; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
56; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
57; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
58; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
59; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
60; 21; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 1;34.0
61; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;34.0
62; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;34.0
63; 22; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 1;33.0
