geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 80; 55; 16; 0.2; 0.15; 14; 55; [1, 4, 11, 21, 31, 41, 45, 57, 70] - 3975; 5018;
2; 55; 37; 11; 0.2; 0.15; 9; 38; [1, 2, 9, 21, 22, 33, 49, 55, 57, 70] - 3740; 4992;
3; 37; 25; 7; 0.2; 0.15; 6; 25; [1, 3, 23, 33, 46, 47, 55, 57, 70] - 3856; 5038;
4; 25; 17; 5; 0.2; 0.15; 4; 17; [1, 4, 11, 21, 31, 41, 45, 57, 70] - 3975; 4992;
5; 17; 15; 10; 0.6; 0.15; 4; 16; [1, 2, 9, 13, 23, 33, 46, 49, 58, 62, 70] - 3905; 4798;
6; 15; 13; 9; 0.6; 0.15; 3; 14; [1, 4, 11, 21, 31, 41, 45, 57, 70] - 3975; 5173;
7; 13; 11; 7; 0.6; 0.15; 3; 12; [1, 2, 3, 13, 40, 44, 50, 53, 54, 61, 63, 70] - 4316; 5035;
8; 11; 9; 6; 0.6; 0.15; 2; 10; [1, 2, 9, 13, 40, 44, 55, 57, 70] - 3871; 4791;
9; 9; 8; 5; 0.6; 0.15; 2; 8; [1, 3, 13, 23, 25, 33, 49, 55, 58, 62, 70] - 3938; 5115;
10; 8; 6; 4; 0.6; 0.15; 1; 7; [1, 3, 13, 40, 44, 53, 54, 56, 61, 63, 70] - 4450; 5333;

