geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;80;60;16;0.2;0.15;14;50;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4776
2;60;44;12;0.2;0.15;10;38;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4458
3;44;36;8;0.2;0.15;7;23;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4222
4;36;27;7;0.2;0.15;6;22;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4288
5;27;20;5;0.2;0.15;4;16;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4587
6;20;21;12;0.2;0.15;4;15;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4201
7;21;16;4;0.2;0.15;3;12;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4201
8;16;17;9;0.6;0.15;3;11;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4008
9;17;18;10;0.6;0.15;4;13;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4201
10;18;18;10;0.6;0.15;4;14;[1, 3, 12, 14, 25, 33, 47, 55, 57, 70] - 3610;4068

