geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 68; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 22;44
2; 68; 58; 6; 0.1; 2; 0; 1; 0; 0.03; 2; 2; 18;42
3; 58; 49; 5; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 15;40
4; 49; 43; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 11;39
5; 43; 36; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 12;38
6; 36; 31; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 9;37
7; 31; 27; 3; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 8;36
8; 27; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 7;35
9; 22; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;34
10; 19; 22; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 6;34
11; 22; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 6;34
12; 18; 20; 9; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 7;34
13; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;34
14; 23; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;33
15; 19; 21; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;33
16; 21; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33
17; 18; 20; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;33
18; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;34
19; 23; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;33
20; 19; 21; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;33
21; 21; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
22; 18; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;33
23; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;34
24; 23; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;33
25; 19; 21; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 7;33
26; 21; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
27; 18; 21; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 6;33
28; 21; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33
29; 18; 21; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;33
30; 21; 18; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33
31; 18; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;33
32; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;33
33; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
34; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;33
35; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
36; 20; 23; 10; 0.1; 0; 0; 5; 0; 0.03; 0; 0; 7;33
37; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
38; 20; 23; 10; 0.1; 0; 0; 5; 0; 0.03; 0; 0; 7;33
39; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33
40; 20; 23; 10; 0.1; 0; 0; 5; 0; 0.03; 0; 0; 7;33
41; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
42; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;33
43; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
44; 20; 23; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 7;33
45; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
46; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;33
47; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33
48; 20; 23; 10; 0.1; 0; 0; 5; 0; 0.03; 0; 0; 7;33
49; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
50; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;33
51; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
52; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;33
53; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
54; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;33
55; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;33
56; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;33
57; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33
58; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;33
59; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33
