geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 80; 62; 16; 0.2; 0.3; 28; 62; [1, 2, 9, 13, 23, 33, 47, 49, 58, 62, 70] - 3738; 5054;
2; 62; 48; 12; 0.2; 0.3; 22; 48; [1, 3, 23, 33, 46, 47, 55, 57, 70] - 3856; 5158;
3; 48; 37; 9; 0.2; 0.3; 17; 37; [1, 2, 9, 11, 21, 31, 40, 44, 45, 57, 70] - 3799; 4967;
4; 37; 28; 7; 0.2; 0.3; 13; 29; [1, 3, 9, 21, 23, 25, 33, 49, 58, 62, 70] - 3845; 5077;
5; 28; 21; 5; 0.2; 0.3; 9; 21; [1, 3, 9, 21, 23, 25, 33, 49, 58, 62, 70] - 3845; 5197;
6; 21; 16; 4; 0.2; 0.3; 7; 16; [1, 3, 12, 22, 33, 47, 56, 63, 70] - 3878; 5359;
7; 16; 16; 9; 0.6; 0.3; 7; 16; [1, 3, 12, 22, 33, 47, 56, 63, 70] - 3878; 5349;
8; 16; 16; 9; 0.6; 0.3; 7; 16; [1, 3, 12, 22, 33, 47, 56, 63, 70] - 3878; 5585;
9; 16; 16; 9; 0.6; 0.3; 7; 16; [1, 4, 11, 21, 22, 25, 33, 49, 58, 62, 70] - 3936; 5244;
10; 16; 16; 9; 0.6; 0.3; 7; 16; [1, 4, 11, 21, 22, 23, 33, 49, 55, 57, 70] - 4008; 5270;

