geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 80; 55; 16; 0.2; 0.15; 14; 55; [1, 4, 11, 21, 23, 33, 47, 55, 57, 70] - 3759; 4962;
2; 55; 37; 11; 0.2; 0.15; 9; 38; [1, 4, 11, 21, 23, 33, 47, 55, 57, 70] - 3759; 4995;
3; 37; 25; 7; 0.2; 0.15; 6; 25; [1, 4, 11, 21, 23, 33, 47, 55, 57, 70] - 3759; 5429;
4; 25; 17; 5; 0.2; 0.15; 4; 17; [1, 4, 11, 21, 23, 33, 47, 55, 57, 70] - 3759; 5650;
5; 17; 15; 10; 0.6; 0.15; 4; 16; [1, 3, 23, 25, 33, 49, 58, 62, 70] - 3619; 5790;
6; 15; 13; 9; 0.6; 0.15; 3; 14; [1, 3, 23, 25, 26, 34, 46, 49, 58, 62, 70] - 3911; 5227;
7; 13; 11; 7; 0.6; 0.15; 3; 12; [1, 3, 5, 12, 22, 33, 47, 55, 58, 62, 70] - 3651; 6183;
8; 11; 9; 6; 0.6; 0.15; 2; 10; [1, 2, 3, 13, 23, 31, 40, 44, 45, 56, 63, 70] - 4222; 5650;
9; 9; 8; 5; 0.6; 0.15; 2; 8; [1, 3, 23, 33, 34, 46, 49, 58, 62, 70] - 3963; 4799;
10; 8; 6; 4; 0.6; 0.15; 1; 7; [1, 3, 23, 33, 34, 46, 49, 58, 62, 70] - 3963; 4653;
11; 6; 5; 3; 0.6; 0.15; 1; 5; [1, 2, 3, 13, 14, 22, 25, 33, 41, 45, 56, 63, 70] - 4282; 4858;
12; 5; 4; 3; 0.6; 0.15; 1; 5; [1, 2, 3, 13, 14, 22, 25, 33, 41, 45, 56, 63, 70] - 4282; 4933;
13; 4; 3; 2; 0.6; 0.15; 0; 3; [1, 4, 10, 20, 37, 39, 53, 60, 65, 68, 70] - 4858; 5209;
14; 3; 2; 1; 0.6; 0.15; 0; 2; [1, 4, 11, 20, 37, 42, 51, 59, 66, 67, 68, 70] - 5914; 6299;
15; 2; 1; 1; 0.6; 0.15; 0; 2; [1, 3, 5, 6, 22, 23, 31, 33, 41, 45, 56, 60, 65, 67, 68, 70] - 6299; 6299;
16; 1; 0; 0; 0.6; 0.15; 0; 1; null; -1;

