geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;200;159;40;0.2;0.15;41;160;[1, 3, 23, 33, 47, 55, 58, 62, 70] - 3571;4836
2;159;125;31;0.2;0.15;32;125;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4781
3;125;97;25;0.2;0.15;25;98;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4696
4;97;77;19;0.2;0.15;20;77;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4585
5;77;58;15;0.2;0.15;15;59;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4585
6;58;44;11;0.2;0.15;11;44;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4615
7;44;34;8;0.2;0.15;9;35;[1, 2, 9, 13, 31, 41, 45, 57, 70] - 3705;4859
8;34;26;6;0.2;0.15;6;26;[1, 2, 9, 13, 31, 41, 45, 57, 70] - 3705;4817
9;26;20;5;0.2;0.15;5;20;[1, 2, 3, 23, 33, 49, 55, 58, 62, 70] - 3816;4741
10;20;25;12;0.2;0.15;6;25;[1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590;4527
11;25;19;5;0.2;0.15;5;20;[1, 4, 11, 21, 22, 33, 49, 58, 62, 70] - 3915;4610
12;19;21;11;0.6;0.15;5;22;[1, 4, 11, 21, 22, 33, 49, 58, 62, 70] - 3915;4631
13;21;16;4;0.2;0.15;4;17;[1, 4, 11, 21, 22, 33, 49, 58, 62, 70] - 3915;4684
14;16;18;9;0.6;0.15;4;19;[1, 2, 3, 9, 21, 31, 33, 47, 55, 57, 70] - 3860;4741
15;18;20;10;0.6;0.15;5;21;[1, 3, 13, 21, 22, 33, 49, 58, 62, 70] - 3836;4663
16;20;23;12;0.2;0.15;6;23;[1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717;4648
17;23;17;4;0.2;0.15;4;18;[1, 3, 9, 21, 31, 33, 47, 55, 57, 70] - 3727;4648
18;17;18;10;0.6;0.15;4;19;[1, 2, 3, 9, 21, 31, 33, 47, 55, 57, 70] - 3860;4741
19;18;19;10;0.6;0.15;5;20;[1, 2, 9, 11, 21, 22, 33, 47, 49, 58, 62, 70] - 3932;4741
20;19;21;11;0.6;0.15;5;22;[1, 3, 23, 25, 33, 46, 47, 55, 57, 70] - 4018;4632
21;21;15;4;0.2;0.15;4;16;[1, 3, 23, 25, 33, 46, 47, 55, 57, 70] - 4018;4595
22;15;17;9;0.6;0.15;4;17;[1, 3, 23, 25, 33, 46, 47, 55, 57, 70] - 4018;5028
23;17;21;10;0.6;0.15;5;21;[1, 3, 23, 25, 33, 46, 47, 55, 57, 70] - 4018;4599
24;21;16;4;0.2;0.15;4;17;[1, 3, 23, 31, 33, 49, 55, 57, 70] - 3822;4599
25;16;17;9;0.6;0.15;4;18;[1, 4, 11, 21, 31, 33, 49, 58, 62, 70] - 3859;4599
26;17;20;10;0.6;0.15;5;20;[1, 4, 11, 21, 31, 33, 49, 58, 62, 70] - 3859;4969
27;20;23;12;0.2;0.15;6;23;[1, 4, 11, 21, 31, 33, 49, 58, 62, 70] - 3859;4901
28;23;17;4;0.2;0.15;4;18;[1, 4, 10, 11, 21, 31, 33, 49, 58, 62, 70] - 3781;4537
29;17;18;10;0.6;0.15;4;19;[1, 4, 10, 11, 21, 31, 33, 49, 58, 62, 70] - 3781;4801
30;18;20;10;0.6;0.15;5;21;[1, 4, 10, 11, 21, 31, 33, 49, 58, 62, 70] - 3781;4714
31;20;23;12;0.2;0.15;6;23;[1, 4, 10, 11, 21, 31, 33, 49, 58, 62, 70] - 3781;4637
32;23;16;4;0.2;0.15;4;17;[1, 4, 10, 11, 21, 31, 33, 49, 58, 62, 70] - 3781;4766
33;16;18;9;0.6;0.15;4;19;[1, 3, 12, 13, 31, 41, 45, 57, 70] - 3780;4801
34;18;20;10;0.6;0.15;5;21;[1, 3, 23, 25, 33, 47, 55, 57, 70] - 3591;4801
