geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;200;94;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4404
2;94;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4111
3;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4111
4;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;3884
5;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;3628
6;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;3964
7;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4052
8;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4342
9;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4256
10;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4451
11;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;3884
12;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4166
13;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4046
14;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4521
15;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4279
16;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4279
17;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4549
18;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4275
19;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;3998
20;80;80;20;0.6;0.15;15;0;[1, 3, 23, 33, 49, 58, 62, 70] - 3457;4150
