geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;20;5;0.6;0.15;3;0;[1, 2, 3, 23, 33, 46, 47, 55, 58, 62, 70]: 4131, trocas: -1;4521
2;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 40, 41, 45, 56, 63, 70]: 3808, trocas: 1;4688
3;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 40, 41, 45, 56, 63, 70]: 3808, trocas: 1;4688
4;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 40, 41, 45, 56, 63, 70]: 3808, trocas: 1;4626
5;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 40, 41, 45, 56, 63, 70]: 3808, trocas: 1;4439
6;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 40, 41, 45, 56, 63, 70]: 3808, trocas: 1;3998
7;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4072
8;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4580
9;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4118
10;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4382
11;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4342
12;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4194
13;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4466
14;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4300
15;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4686
16;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4658
17;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4618
18;20;20;5;0.6;0.15;3;0;[1, 3, 5, 12, 22, 33, 49, 58, 62, 70]: 3537, trocas: 3;4732
19;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3607
20;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4357
21;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4217
22;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3836
23;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4495
24;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4323
25;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4490
26;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4335
27;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;3997
28;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4122
29;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4440
30;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4724
31;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4587
32;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4777
33;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4860
34;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4375
35;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4360
36;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4904
37;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4465
38;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4627
39;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4627
40;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4406
41;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4399
42;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4942
43;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4775
44;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4306
45;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4409
46;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3;4376
