geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana
1; 18; 20; 10; 0.6; ; 0.3; 7; 15; [1, 4, 10, 20] - 1086; 1864
2; 20; 21; 12; 0.2; ; 0.3; 8; 19; [1, 4, 10, 20] - 1086; 1711
3; 21; 20; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 1086; 1711
4; 20; 25; 12; 0.2; ; 0.3; 9; 16; [1, 4, 10, 20] - 1086; 1814
5; 25; 23; 6; 0.2; ; 0.3; 9; 17; [1, 4, 10, 20] - 1086; 1731
6; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1711
7; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1689
8; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1689
9; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1660
10; 23; 21; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1612
11; 21; 23; 4; 0.2; ; 0.3; 8; 10; [1, 4, 10, 20] - 1086; 1660
12; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1660
13; 23; 24; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1689
14; 24; 24; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1689
15; 24; 23; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1660
16; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1660
17; 23; 21; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1612
18; 21; 24; 4; 0.2; ; 0.3; 8; 9; [1, 4, 10, 20] - 1086; 1689
19; 24; 23; 4; 0.2; ; 0.3; 9; 14; [1, 4, 10, 20] - 1086; 1660
20; 23; 24; 4; 0.2; ; 0.3; 9; 12; [1, 4, 10, 20] - 1086; 1689

