geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 28; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 3;43.0
2; 28; 28; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;43.0
3; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;42.0
4; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;42.0
5; 28; 28; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;42.0
6; 28; 28; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;42.0
7; 28; 28; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;42.0
8; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;42.0
9; 28; 28; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;41.0
10; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;41.0
11; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;40.0
12; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;40.0
13; 28; 28; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;40.0
14; 28; 28; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;40.0
15; 28; 29; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;40.0
16; 29; 30; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 2;40.0
17; 30; 29; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;39.0
18; 29; 29; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;39.0
19; 29; 29; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;39.0
20; 29; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;39.0
21; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;39.0
22; 28; 28; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;39.0
23; 28; 29; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;39.0
24; 29; 30; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;39.0
25; 30; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;38.0
26; 31; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;38.0
27; 31; 31; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;38.0
28; 31; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;38.0
29; 31; 32; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 2;38.0
30; 32; 33; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 2;38.0
31; 33; 33; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;38.0
32; 33; 34; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;38.0
33; 34; 34; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;38.0
34; 34; 34; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;38.0
35; 34; 35; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;38.0
36; 35; 35; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;38.0
37; 35; 36; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;38.0
38; 36; 37; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 2;38.0
39; 37; 35; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;36.0
40; 35; 35; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;36.0
41; 35; 35; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;36.0
42; 35; 35; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;36.0
43; 35; 35; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;36.0
44; 35; 35; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;36.0
45; 35; 35; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;36.0
46; 35; 35; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;36.0
47; 35; 34; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;36.0
48; 34; 33; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;35.0
49; 33; 32; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;35.0
50; 32; 31; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;35.0
51; 31; 31; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
52; 31; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
53; 31; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
54; 31; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
55; 31; 31; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
56; 31; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
57; 31; 31; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
58; 31; 31; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
59; 31; 32; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;35.0
60; 32; 32; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
61; 32; 32; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
62; 32; 32; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
63; 32; 33; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;35.0
64; 33; 33; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
65; 33; 33; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
66; 33; 33; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
67; 33; 33; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
68; 33; 34; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;35.0
69; 34; 35; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;35.0
70; 35; 36; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;35.0
71; 36; 37; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 2;35.0
72; 37; 37; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
73; 37; 37; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
74; 37; 37; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
75; 37; 37; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
76; 37; 38; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 2;35.0
77; 38; 39; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 2;35.0
78; 39; 39; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;35.0
79; 39; 39; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
80; 39; 39; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;35.0
81; 39; 40; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 2;35.0
82; 40; 42; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 3;35.0
83; 42; 43; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 4;35.0
84; 43; 44; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 4;35.0
85; 44; 45; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 4;35.0
86; 45; 46; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 4;35.0
87; 46; 47; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 4;35.0
88; 47; 47; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 5;35.0
89; 47; 48; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 4;35.0
90; 48; 48; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 5;35.0
91; 48; 48; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 5;35.0
92; 48; 49; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 4;35.0
93; 49; 49; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 5;35.0
94; 49; 49; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 5;35.0
