geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 25; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 6;46.0
2; 25; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;44.0
3; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;43.0
4; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;41.0
5; 20; 25; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 6;41.0
6; 25; 24; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;40.0
7; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;38.0
8; 22; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;37.0
9; 20; 26; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 5;38.0
10; 26; 24; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;38.0

