geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; media
1; 19; 20; 12; 0.6; ; 0.3; 8; 19; [1, 4, 10, 20] - 10861864
2; 20; 23; 12; 0.2; ; 0.3; 8; 17; [1, 4, 10, 20] - 10861839
3; 23; 22; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 10861814
4; 22; 21; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 10861718
5; 21; 21; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861718
6; 21; 20; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 10861718
7; 20; 23; 12; 0.2; ; 0.3; 9; 18; [1, 4, 10, 20] - 10861718
8; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 10861711
9; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861711
10; 23; 22; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 10861689
11; 22; 23; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 10861689
12; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861660
13; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861660
14; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861660
15; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861594
16; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 10861594
17; 23; 25; 4; 0.2; ; 0.3; 9; 11; [1, 4, 10, 20] - 10861660
18; 25; 23; 6; 0.2; ; 0.3; 9; 17; [1, 4, 10, 20] - 10861594
19; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 10861594
20; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861594
21; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 10861594
22; 23; 22; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 10861594
23; 22; 22; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861594
24; 22; 21; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 10861587
25; 21; 23; 4; 0.2; ; 0.3; 8; 10; [1, 4, 10, 20] - 10861594
26; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861594
27; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861594
28; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861594
29; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 10861594
30; 23; 22; 4; 0.2; ; 0.3; 9; 14; [1, 4, 10, 20] - 10861594

