geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 35; 12; 0.2; 0.15; 5; 2; [1, 2, 3, 23, 25, 33, 49, 58, 62, 70] - 3752; 4731;
2; 35; 50; 8; 0.2; 0.15; 7; 0; [1, 2, 3, 23, 25, 33, 49, 58, 62, 70] - 3752; 4805;
3; 50; 69; 10; 0.2; 0.15; 9; 0; [1, 2, 3, 23, 25, 33, 49, 58, 62, 70] - 3752; 4951;
4; 69; 95; 14; 0.2; 0.15; 13; 1; [1, 2, 9, 21, 31, 41, 45, 57, 70] - 3716; 4805;
5; 95; 131; 20; 0.2; 0.15; 18; 2; [1, 3, 23, 33, 49, 55, 57, 70] - 3541; 4805;
6; 131; 180; 26; 0.2; 0.15; 24; 1; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4827;
7; 180; 243; 36; 0.2; 0.15; 33; 6; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4826;
8; 243; 332; 48; 0.2; 0.15; 44; 3; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4871;
9; 332; 453; 66; 0.2; 0.15; 60; 5; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4896;
10; 453; 617; 90; 0.2; 0.15; 82; 8; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4898;

