geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;20;5;0.6;0.15;3;0;[1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590;4422
2;20;20;5;0.6;0.15;3;0;[1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590;4635
3;20;20;5;0.6;0.15;3;0;[1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590;4534
4;20;20;5;0.6;0.15;3;0;[1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590;4746
5;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4324
6;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4478
7;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4625
8;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4376
9;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4331
10;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4523
11;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4443
12;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4114
13;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;5277
14;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4618
15;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4437
16;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;3943
17;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4381
18;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4318
19;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4658
20;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4438
21;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4484
22;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4663
23;20;20;5;0.6;0.15;3;0;[1, 2, 9, 13, 22, 33, 49, 58, 62, 70] - 3535;4448
24;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4351
25;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4351
26;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4399
27;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4412
28;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4435
29;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4107
30;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4388
31;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4494
32;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4762
33;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 33, 49, 58, 62, 70] - 3511;4009
