geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4851
2;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4692
3;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4361
4;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4290
5;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4215
6;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4671
7;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4956
8;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4664
9;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4276
10;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4650
11;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4722
12;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4602
13;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4304
14;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4760
15;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4541
16;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4173
17;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4226
18;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4455
19;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4094
20;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4373
21;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4373
22;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4594
23;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4583
24;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4268
25;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;5370
26;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;4518
27;20;20;5;0.6;0.15;3;0;[1, 3, 12, 22, 25, 33, 49, 58, 62, 70] - 3532;3824
