geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;25;12;0.2;0.15;7;26;[1, 4, 11, 21, 23, 33, 49, 58, 62, 70]: 3787, trocas: 1;4730
2;25;23;6;0.2;0.15;6;18;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4836
3;23;20;4;0.2;0.15;5;16;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4673
4;20;25;12;0.2;0.15;7;24;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4623
5;25;20;6;0.2;0.15;6;21;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4388
6;20;23;12;0.2;0.15;6;23;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4362
7;23;20;4;0.2;0.15;5;16;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4421
8;20;26;12;0.2;0.15;6;18;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4370
9;26;23;6;0.2;0.15;6;19;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4370
10;23;20;4;0.2;0.15;5;16;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4370
11;20;28;12;0.2;0.15;6;18;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4370
12;28;29;6;0.2;0.15;6;17;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4176
13;29;31;6;0.2;0.15;7;17;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4176
14;31;33;6;0.2;0.15;7;17;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;3775
15;33;35;6;0.2;0.15;7;17;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;3550
16;35;31;8;0.2;0.15;8;26;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;3935
17;31;31;6;0.2;0.15;7;17;[1, 3, 13, 23, 33, 49, 58, 62, 70]: 3550, trocas: 2;4106
18;31;32;6;0.2;0.15;7;16;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3997
19;32;35;6;0.2;0.15;7;16;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3550
20;35;36;8;0.2;0.15;7;16;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3550
21;36;40;8;0.2;0.15;8;18;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3550
22;40;37;8;0.2;0.15;8;23;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3838
23;37;30;8;0.2;0.15;8;29;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4322
24;30;31;6;0.2;0.15;7;18;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4322
25;31;29;6;0.2;0.15;6;16;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3781
26;29;31;6;0.2;0.15;7;17;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3949
27;31;33;6;0.2;0.15;7;17;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3553
28;33;30;6;0.2;0.15;6;15;[1, 3, 23, 33, 49, 58, 62, 70]: 3457, trocas: 0;3553
29;30;26;6;0.2;0.15;6;20;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4061
30;26;28;6;0.2;0.15;6;14;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;4061
31;28;29;6;0.2;0.15;6;15;[1, 3, 12, 22, 33, 49, 58, 62, 70]: 3511, trocas: 3;3813
