geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 24; 12; 0.2; 0.15; 5; 13; [1, 3, 23, 25, 33, 49, 55, 58, 62, 70] - 3845; 4717;
2; 24; 21; 4; 0.2; 0.15; 5; 12; [1, 3, 5, 12, 14, 25, 33, 49, 55, 57, 70] - 3748; 4599;
3; 21; 18; 4; 0.2; 0.15; 4; 11; [1, 3, 5, 12, 14, 25, 33, 49, 55, 57, 70] - 3748; 4506;
4; 18; 20; 10; 0.6; 0.15; 5; 13; [1, 3, 5, 12, 14, 25, 33, 49, 55, 57, 70] - 3748; 4399;
5; 20; 25; 12; 0.2; 0.15; 5; 12; [1, 3, 5, 12, 14, 25, 33, 49, 55, 57, 70] - 3748; 4506;
6; 25; 24; 6; 0.2; 0.15; 5; 12; [1, 3, 5, 12, 14, 25, 33, 49, 55, 57, 70] - 3748; 4180;
7; 24; 22; 4; 0.2; 0.15; 5; 11; [1, 3, 5, 12, 14, 25, 33, 49, 55, 57, 70] - 3748; 4123;
8; 22; 21; 4; 0.2; 0.15; 4; 9; [1, 3, 5, 12, 14, 25, 33, 49, 55, 57, 70] - 3748; 4104;
9; 21; 18; 4; 0.2; 0.15; 4; 11; [1, 3, 12, 22, 23, 33, 49, 58, 62, 70] - 3520; 4054;
10; 18; 23; 10; 0.6; 0.15; 5; 10; [1, 3, 12, 22, 23, 33, 49, 58, 62, 70] - 3520; 4067;

