geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 19; 20; 12, 0.6, 0.3, 8, 19, [1, 4, 10, 20] - 1086, 1851
2; 20; 23; 12, 0.2, 0.3, 9, 18, [1, 4, 10, 20] - 1086, 1814
3; 23; 22; 4, 0.2, 0.3, 9, 14, [1, 4, 10, 20] - 1086, 1814
4; 22; 21; 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1718
5; 21; 23; 4, 0.2, 0.3, 8, 10, [1, 4, 10, 20] - 1086, 1718
6; 23; 23; 4, 0.2, 0.3, 9, 13, [1, 4, 10, 20] - 1086, 1711
7; 23; 22; 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1660
8; 22; 23; 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1660
9; 23; 22; 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1660
10; 22; 23; 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1660
11; 23; 23; 4, 0.2, 0.3, 8, 12, [1, 4, 10, 20] - 1086, 1660
12; 23; 23; 4, 0.2, 0.3, 9, 13, [1, 4, 10, 20] - 1086, 1660
13; 23; 22; 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1660
14; 22; 21; 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1612
15; 21; 22; 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1660
16; 22; 21; 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1612
17; 21; 24; 4, 0.2, 0.3, 8, 9, [1, 4, 10, 20] - 1086, 1711
18; 24; 24; 4, 0.2, 0.3, 9, 13, [1, 4, 10, 20] - 1086, 1711
19; 24; 26; 4, 0.2, 0.3, 9, 11, [1, 4, 10, 20] - 1086, 1711
20; 26; 28; 6, 0.2, 0.3, 10, 14, [1, 4, 10, 20] - 1086, 1718

