geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 26; 12; 0.2; 0.15; 5; 11; [1, 2, 5, 12, 19, 20] - 32; 49;
2; 26; 36; 6; 0.2; 0.15; 5; 1; [1, 2, 5, 12, 19, 20] - 32; 49;
3; 36; 47; 8; 0.2; 0.15; 7; 4; [1, 2, 5, 12, 19, 20] - 32; 48;
4; 47; 60; 10; 0.2; 0.15; 9; 6; [1, 2, 5, 12, 19, 20] - 32; 48;
5; 60; 78; 12; 0.2; 0.15; 11; 5; [1, 2, 5, 12, 19, 20] - 32; 47;
6; 78; 102; 16; 0.2; 0.15; 15; 7; [1, 2, 5, 12, 19, 20] - 32; 47;
7; 102; 130; 20; 0.2; 0.15; 19; 11; [1, 2, 5, 10, 14, 15, 20] - 29; 46;
8; 130; 166; 26; 0.2; 0.15; 24; 14; [1, 2, 5, 10, 14, 15, 20] - 29; 46;
9; 166; 214; 34; 0.2; 0.15; 30; 16; [1, 2, 5, 10, 14, 15, 20] - 29; 47;
10; 214; 274; 42; 0.2; 0.15; 39; 21; [1, 2, 5, 10, 14, 15, 20] - 29; 47;

