geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 18; 10; 0.5; 3; 0; 2; 0; 0.03; 1; 1; 13;40;
2; 18; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;37;
3; 19; 22; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 6;37;
4; 22; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 7;36;
5; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;36;
6; 19; 22; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 6;36;
7; 22; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;35;
8; 18; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;36;
9; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;35;
10; 21; 12; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 12;33;
11; 12; 13; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;32;
12; 13; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;32;
13; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;32;
14; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32;
15; 16; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 5;32;
16; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;33;
17; 22; 19; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 6;32;
18; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;32;
19; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;32;
20; 21; 20; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 4;32;
21; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 9;33;
22; 22; 20; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 5;32;
23; 20; 21; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 10;32;
24; 21; 20; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 4;32;
25; 20; 25; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 6;33;
26; 25; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 7;32;
27; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;32;
28; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;32;
29; 21; 16; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 8;31;
30; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;32;

