geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 19; 10; 0.5; 3; 0; 2; 0; 0.03; 1; 1; 12;44;
2; 19; 15; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 13;38;
3; 15; 11; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 11;35;
4; 11; 13; 4; 0.5; 1; 0; 1; 0; 0.03; 1; 1; 3;36;
5; 13; 17; 6; 0.5; 3; 0; 0; 0; 0.03; 1; 1; 3;37;
6; 17; 20; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 6;36;
7; 20; 23; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 8;36;
8; 23; 17; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 9;34;
9; 17; 21; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 5;34;
10; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;34;
11; 21; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;33;
12; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;33;
13; 19; 21; 8; 0.1; 4; 0; 0; 0; 0.03; 1; 1; 7;33;
14; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;33;
15; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;33;
16; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;33;
17; 21; 15; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 9;32;
18; 15; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7;32;
19; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;32;
20; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;32;
21; 18; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33;
22; 19; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32;
23; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;32;
24; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;33;
25; 21; 20; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 4;32;
26; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;32;
27; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;32;
28; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;32;
29; 21; 15; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 9;31;
30; 15; 17; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5;32;

