geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 14; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 9;39;
2; 14; 12; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 11;33;
3; 12; 13; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;34;
4; 13; 15; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5;35;
5; 15; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;35;
6; 17; 16; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 10;34;
7; 16; 20; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 5;35;
8; 20; 16; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;33;
9; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
10; 17; 18; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 8;33;
11; 18; 21; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 8;33;
12; 21; 19; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 5;32;
13; 19; 21; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 9;33;
14; 21; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;32;
15; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;32;
16; 19; 22; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 8;33;
17; 22; 19; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 6;32;
18; 19; 20; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 10;32;
19; 20; 13; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 10;31;
20; 13; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;31;
21; 15; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 7;32;
22; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;32;
23; 19; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 10;33;
24; 20; 17; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 6;32;
25; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;32;
26; 18; 21; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 8;32;
27; 21; 15; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 9;31;
28; 15; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;31;
29; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;31;
30; 17; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 9;31;
31; 17; 20; 8; 0.1; 1; 0; 3; 0; 0.03; 1; 1; 6;32;
32; 20; 16; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 7;31;
33; 16; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 7;32;
34; 18; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 7;33;
35; 22; 16; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 9;31;
36; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;31;
37; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;31;
38; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;31;
39; 19; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;32;
40; 21; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 6;31;
41; 18; 19; 10; 0.5; 0; 0; 5; 0; 0.03; 1; 1; 10;31;
42; 19; 21; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 9;32;
43; 21; 19; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 5;31;
44; 19; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 9;32;
45; 21; 19; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 5;31;
46; 19; 21; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;32;
47; 21; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;31;
48; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;31;
49; 17; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;31;
50; 18; 19; 10; 0.5; 3; 0; 2; 0; 0.03; 1; 1; 10;32;

