geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 18; 10; 0.5; 5; 0; 0; 0; 0.03; 1; 1; 13;44;
2; 18; 13; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 14;36;
3; 13; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;36;
4; 15; 11; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 11;33;
5; 11; 12; 4; 0.5; 0; 0; 2; 0; 0.03; 1; 1; 4;33;
6; 12; 13; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;33;
7; 13; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;33;
8; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;34;
9; 16; 18; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 7;34;
10; 18; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;34;

