geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 40; 27; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 36;42
2; 27; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 26;36
3; 16; 15; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 18;35
4; 15; 15; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 14;34
5; 15; 16; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 12;34
6; 16; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 14;35
7; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 16;34
8; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 14;34
9; 18; 21; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 12;35
10; 21; 12; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 22;32
11; 12; 13; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 10;32
12; 13; 14; 6; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 10;32
13; 14; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 12;32
14; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 14;32
15; 15; 16; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 12;32
16; 16; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 12;33
17; 18; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 14;33
18; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 16;34
19; 22; 15; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 18;32
20; 15; 17; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 10;33

