geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 28; 24; 5; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 17;1832
2; 24; 23; 4; 0.2; 0; 2; 0; 0; 0.3; 8; 8; 13;1660
3; 23; 20; 4; 0.2; 0; 0; 2; 0; 0.3; 7; 7; 14;1587
4; 20; 23; 12; 0.2; 4; 0; 2; 0; 0.3; 8; 8; 17;1660
5; 23; 23; 4; 0.2; 0; 2; 0; 0; 0.3; 7; 7; 11;1660
6; 23; 23; 4; 0.2; 0; 0; 2; 0; 0.3; 7; 7; 11;1612
7; 23; 22; 4; 0.2; 0; 2; 0; 0; 0.3; 7; 7; 12;1612
8; 22; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 7; 7; 10;1612
9; 23; 22; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 12;1612
10; 22; 21; 4; 0.2; 0; 0; 2; 0; 0.3; 7; 7; 12;1587
11; 21; 20; 4; 0.2; 0; 0; 2; 0; 0.3; 6; 6; 11;1587
12; 20; 21; 12; 0.2; 4; 1; 1; 0; 0.3; 8; 8; 19;1587
13; 21; 20; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 12;1587
14; 20; 24; 12; 0.2; 3; 2; 1; 0; 0.3; 9; 9; 17;1660
15; 24; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 13;1612
16; 23; 20; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 14;1587
17; 20; 24; 12; 0.2; 2; 1; 3; 0; 0.3; 8; 8; 16;1660
18; 24; 23; 4; 0.2; 2; 0; 0; 0; 0.3; 8; 8; 13;1612
19; 23; 20; 4; 0.2; 1; 0; 1; 0; 0.3; 7; 7; 14;1587
20; 20; 22; 12; 0.2; 3; 2; 1; 0; 0.3; 8; 8; 18;1612

