geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 40; 34; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 11;42
2; 34; 29; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 9;39
3; 29; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 8;38
4; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;36
5; 20; 23; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 7;36
6; 23; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;35
7; 19; 21; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 7;36
8; 21; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 6;35
9; 17; 19; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 6;35
10; 19; 22; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 6;36

