geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana
1; 28; 25; 5; 0.2; ; 0.3; 9; 17; [1, 4, 10, 20] - 1086; 1711;
2; 25; 25; 5; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1689;
3; 25; 23; 5; 0.2; ; 0.3; 8; 15; [1, 4, 10, 20] - 1086; 1660;
4; 23; 23; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1660;
5; 23; 22; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 1086; 1660;
6; 22; 21; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 1086; 1594;
7; 21; 22; 4; 0.2; ; 0.3; 7; 10; [1, 4, 10, 20] - 1086; 1660;
8; 22; 23; 4; 0.2; ; 0.3; 7; 10; [1, 4, 10, 20] - 1086; 1660;
9; 23; 23; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1660;
10; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1660;

