geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 40; 37; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 8;46.0
2; 37; 33; 3; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 8;44.0
3; 33; 31; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;43.0
4; 31; 29; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;42.0
5; 29; 25; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 6;40.0
6; 25; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;39.0
7; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;38.0
8; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;37.0
9; 19; 23; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 5;38.0
10; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;37.0
11; 20; 24; 10; 0.1; 5; 0; 0; 0; 0.03; 0; 0; 6;38.0
12; 24; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;37.0
13; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;37.0
14; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;36.0
15; 19; 23; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 5;36.0
16; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;35.0
17; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 3;35.0
18; 20; 25; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 5;35.0
19; 25; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;35.0
20; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;34.0
21; 20; 25; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 5;35.0
22; 25; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;34.0
23; 22; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 4;34.0
24; 20; 24; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 6;34.0
25; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;34.0
26; 22; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;33.0
27; 20; 24; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 6;34.0
28; 24; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;33.0
29; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 3;33.0
30; 20; 24; 10; 0.1; 0; 0; 5; 0; 0.03; 0; 0; 6;34.0

