geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 40; 28; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 17;40.0
2; 28; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 11;38.0
3; 19; 20; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 8;38.0
4; 20; 19; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 11;37.0
5; 19; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;38.0
6; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 9;37.0
7; 21; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 7;36.0
8; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;36.0
9; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;36.0
10; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;36.0
11; 17; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 6;36.0
12; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;37.0
13; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 8;37.0
14; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;37.0
15; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;37.0
16; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;37.0
17; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;37.0
18; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;37.0
19; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;37.0
20; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;37.0

