geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 30; 24; 6; 0.2; 2; 0; 1; 0; 0.3; 9; 9; 8;1711
2; 24; 21; 4; 0.2; 0; 1; 1; 0; 0.3; 7; 7; 7;1556
3; 21; 21; 4; 0.2; 2; 0; 0; 0; 0.3; 7; 7; 7;1556
4; 21; 21; 4; 0.2; 1; 1; 0; 0; 0.3; 7; 7; 7;1556
5; 21; 20; 4; 0.2; 1; 1; 0; 0; 0.3; 7; 7; 7;1556
6; 20; 24; 12; 0.2; 3; 2; 1; 0; 0.3; 8; 8; 8;1711
7; 24; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 8;1587
8; 23; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 8; 8; 7;1587
9; 23; 24; 4; 0.2; 0; 1; 1; 0; 0.3; 7; 7; 8;1711
10; 24; 23; 4; 0.2; 2; 0; 0; 0; 0.3; 8; 8; 8;1587

