geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 27; 8; 0.2; 0.15; 7; 28; [1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590; 4764;
2; 27; 18; 5; 0.2; 0.15; 4; 18; [1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590; 4762;
3; 18; 16; 10; 0.6; 0.15; 4; 16; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4864;
4; 16; 14; 9; 0.6; 0.15; 3; 14; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 5057;
5; 14; 12; 8; 0.6; 0.15; 3; 13; [1, 3, 12, 14, 26, 34, 46, 49, 58, 62, 70] - 3829; 4864;
6; 12; 10; 7; 0.6; 0.15; 2; 11; [1, 3, 13, 23, 25, 26, 34, 46, 49, 58, 62, 70] - 4004; 4998;
7; 10; 9; 6; 0.6; 0.15; 2; 9; [1, 3, 13, 23, 25, 26, 34, 46, 49, 58, 62, 70] - 4004; 5176;
8; 9; 8; 5; 0.6; 0.15; 2; 8; [1, 3, 13, 23, 25, 26, 34, 46, 49, 58, 62, 70] - 4004; 5243;
9; 8; 6; 4; 0.6; 0.15; 1; 7; [1, 3, 13, 23, 25, 26, 34, 46, 49, 58, 62, 70] - 4004; 4789;
10; 6; 5; 3; 0.6; 0.15; 1; 5; [1, 4, 11, 21, 23, 33, 46, 47, 49, 58, 62, 70] - 4474; 4789;

