geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 60; 38; 6; 0.1; 2; 0; 1; 0; 0.03; 1; 1; 29;42;
2; 38; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 23;36;
3; 18; 21; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 6;37;
4; 21; 12; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 12;33;
5; 12; 12; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 7;32;
6; 12; 13; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;32;
7; 13; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;33;
8; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;32;
9; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;32;
10; 17; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;33;

