geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 56; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 34;41.0
2; 56; 42; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 19;39.0
3; 42; 33; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 14;38.0
4; 33; 26; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 10;36.0
5; 26; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 10;35.0
6; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;35.0
7; 21; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 8;34.0
8; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;34.0
9; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;34.0
10; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;34.0
11; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;34.0
12; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33.0
13; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33.0
14; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33.0
15; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;33.0
16; 20; 21; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 10;33.0
17; 21; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 7;33.0
18; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33.0
19; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33.0
20; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33.0
21; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33.0
22; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33.0
23; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33.0
24; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33.0
25; 18; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;33.0
26; 18; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33.0
27; 20; 20; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 11;33.0
28; 20; 20; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 11;33.0
29; 20; 20; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 11;33.0
30; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 10;33.0
31; 21; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 8;32.0
32; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32.0
33; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32.0
34; 16; 16; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 9;32.0
35; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32.0
36; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32.0
37; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32.0
38; 16; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;32.0
39; 17; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32.0
40; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32.0
41; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32.0
42; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32.0
43; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;32.0
44; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32.0
45; 17; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 9;32.0
46; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;32.0
47; 17; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;33.0
48; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33.0
49; 18; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 9;33.0
50; 18; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;33.0

