geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 80; 60; 16; 0.2; 0.15; 15; 51; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4784;
2; 60; 46; 12; 0.2; 0.15; 11; 37; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4372;
3; 46; 38; 10; 0.2; 0.15; 9; 27; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4201;
4; 38; 32; 8; 0.2; 0.15; 7; 21; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4075;
5; 32; 30; 6; 0.2; 0.15; 6; 14; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4020;
6; 30; 29; 6; 0.2; 0.15; 6; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4003;
7; 29; 29; 6; 0.2; 0.15; 6; 12; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4003;
8; 29; 26; 6; 0.2; 0.15; 6; 15; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4003;
9; 26; 25; 6; 0.2; 0.15; 5; 12; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3943;
10; 25; 24; 6; 0.2; 0.15; 5; 12; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3943;
11; 24; 22; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3929;
12; 22; 17; 4; 0.2; 0.15; 4; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3765;
13; 17; 20; 10; 0.6; 0.15; 5; 12; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3929;
14; 20; 24; 12; 0.2; 0.15; 5; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4050;
15; 24; 22; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3929;
16; 22; 19; 4; 0.2; 0.15; 4; 11; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
17; 19; 23; 12; 0.6; 0.15; 5; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4169;
18; 23; 22; 4; 0.2; 0.15; 5; 10; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4169;
19; 22; 21; 4; 0.2; 0.15; 4; 9; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3897;
20; 21; 19; 4; 0.2; 0.15; 4; 10; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3765;
21; 19; 23; 12; 0.6; 0.15; 5; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4104;
22; 23; 21; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
23; 21; 19; 4; 0.2; 0.15; 4; 10; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3765;
24; 19; 23; 12; 0.6; 0.15; 5; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3849;
25; 23; 21; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
26; 21; 20; 4; 0.2; 0.15; 4; 9; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
27; 20; 23; 12; 0.2; 0.15; 5; 14; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
28; 23; 21; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
29; 21; 20; 4; 0.2; 0.15; 4; 9; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
30; 20; 24; 12; 0.2; 0.15; 5; 13; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4286;

