geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 80; 81; 16; 0.2; 0.3; 29; 44; [1, 4, 10, 20] - 1086; 2147483646;
2; 81; 82; 16; 0.2; 0.3; 30; 45; [1, 4, 10, 20] - 1086; -2;
3; 82; 83; 16; 0.2; 0.3; 30; 45; [1, 2, 4, 10, 20] - 1163; 2147483646;
4; 83; 85; 16; 0.2; 0.3; 30; 44; [1, 2, 4, 10, 20] - 1163; 2147483646;
5; 85; 87; 18; 0.2; 0.3; 31; 47; [1, 2, 9, 11, 20] - 1165; 2147483646;
6; 87; 91; 18; 0.2; 0.3; 32; 46; [1, 2, 9, 11, 20] - 1165; 2147483646;
7; 91; 93; 18; 0.2; 0.3; 33; 49; [1, 3, 9, 11, 20] - 1320; 2147483646;
8; 93; 96; 18; 0.2; 0.3; 34; 49; [1, 3, 9, 11, 20] - 1320; -2;
9; 96; 100; 20; 0.2; 0.3; 35; 51; [1, 3, 9, 11, 20] - 1320; -2;
10; 100; 101; 20; 0.2; 0.3; 36; 55; [1, 4, 11, 20] - 1408; 2147483646;

