geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 23; 17; 4; 0.2; 1; 0; 1; 0; 0.3; 7; 7; 17;1612
2; 17; 13; 10; 0.6; 1; 2; 2; 0; 0.3; 6; 6; 20;1485
3; 13; 10; 8; 0.6; 2; 1; 1; 0; 0.3; 4; 4; 15;1479

