geracao, tamanhoAntesOP, tamanhoDepoisOP, quantidadeCruzados, taxaCruzamento, taxaMutacao, NumElitismo, melhor, mediana;
1, 33, 26, 6, 0.2, 0.3, 11, 24, [1, 2, 4, 10, 20] - 1163, 1814;
2, 26, 24, 6, 0.2, 0.3, 9, 17, [1, 4, 10, 20] - 1086, 1720;
3, 24, 24, 4, 0.2, 0.3, 9, 13, [1, 4, 10, 20] - 1086, 1720;
4, 24, 23, 4, 0.2, 0.3, 9, 14, [1, 4, 10, 20] - 1086, 1711;
5, 23, 24, 4, 0.2, 0.3, 8, 11, [1, 4, 10, 20] - 1086, 1711;
6, 24, 24, 4, 0.2, 0.3, 9, 13, [1, 4, 10, 20] - 1086, 1711;
7, 24, 24, 4, 0.2, 0.3, 9, 13, [1, 4, 10, 20] - 1086, 1711;
8, 24, 23, 4, 0.2, 0.3, 8, 13, [1, 4, 10, 20] - 1086, 1660;
9, 23, 24, 4, 0.2, 0.3, 9, 12, [1, 4, 10, 20] - 1086, 1689;
10, 24, 26, 4, 0.2, 0.3, 9, 11, [1, 4, 10, 20] - 1086, 1711;

