geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;80;63;16;0.2;0.15;17;64;[1, 2, 9, 21, 22, 25, 33, 47, 55, 57, 70] - 3649;4757
2;63;48;12;0.2;0.15;13;48;[1, 2, 9, 21, 22, 25, 33, 47, 55, 57, 70] - 3649;4875
3;48;39;10;0.2;0.15;11;40;[1, 2, 9, 13, 31, 40, 41, 45, 57, 70] - 3739;4757
4;39;32;8;0.2;0.15;9;32;[1, 3, 9, 13, 40, 44, 45, 57, 70] - 3921;4957
5;32;25;6;0.2;0.15;7;26;[1, 3, 9, 13, 40, 44, 45, 57, 70] - 3921;4957
6;25;20;6;0.2;0.15;6;21;[1, 3, 9, 13, 40, 44, 45, 57, 70] - 3921;5152
7;20;23;12;0.2;0.15;6;23;[1, 4, 11, 21, 23, 33, 47, 55, 58, 62, 70] - 3901;4912
8;23;16;4;0.2;0.15;5;16;[1, 3, 9, 13, 40, 44, 45, 57, 70] - 3921;5048
9;16;20;10;0.6;0.15;6;20;[1, 2, 9, 11, 21, 23, 31, 41, 45, 56, 63, 70] - 4016;5018
10;20;21;12;0.2;0.15;6;21;[1, 2, 9, 11, 21, 23, 31, 41, 45, 56, 63, 70] - 4016;4939
11;21;17;4;0.2;0.15;5;17;[1, 2, 9, 11, 21, 23, 31, 41, 45, 56, 63, 70] - 4016;4876
12;17;19;10;0.6;0.15;5;19;[1, 2, 9, 11, 21, 23, 31, 41, 45, 56, 63, 70] - 4016;4781
13;19;21;12;0.6;0.15;6;22;[1, 4, 10, 11, 21, 22, 33, 49, 55, 57, 70] - 3921;4876
14;21;16;4;0.2;0.15;5;16;[1, 4, 10, 11, 21, 22, 33, 49, 55, 57, 70] - 3921;4876
15;16;20;10;0.6;0.15;6;20;[1, 2, 3, 12, 22, 33, 49, 58, 62, 70] - 3644;4746
16;20;25;12;0.2;0.15;7;26;[1, 2, 9, 13, 21, 31, 33, 49, 58, 62, 70] - 3708;4689
17;25;21;6;0.2;0.15;6;22;[1, 4, 11, 21, 31, 33, 49, 58, 62, 70] - 3859;4634
18;21;14;4;0.2;0.15;4;15;[1, 2, 3, 5, 12, 22, 23, 33, 47, 49, 58, 62, 70] - 3939;4634
19;14;15;8;0.6;0.15;4;15;[1, 2, 3, 5, 12, 22, 23, 33, 47, 49, 58, 62, 70] - 3939;4634
20;15;18;10;0.6;0.15;5;18;[1, 4, 10, 11, 21, 23, 33, 49, 58, 62, 70] - 3709;4767
21;18;22;10;0.6;0.15;6;22;[1, 4, 10, 11, 21, 23, 33, 49, 58, 62, 70] - 3709;4574
22;22;17;4;0.2;0.15;5;18;[1, 4, 10, 11, 21, 23, 33, 49, 58, 62, 70] - 3709;4634
23;17;20;10;0.6;0.15;6;21;[1, 2, 9, 13, 21, 23, 33, 49, 55, 57, 70] - 3720;4634
24;20;25;12;0.2;0.15;7;26;[1, 2, 9, 11, 21, 23, 33, 49, 55, 58, 62, 70] - 3770;4654
25;25;21;6;0.2;0.15;6;22;[1, 2, 9, 11, 21, 23, 33, 49, 55, 58, 62, 70] - 3770;4654
26;21;16;4;0.2;0.15;5;16;[1, 2, 9, 11, 21, 23, 33, 49, 55, 58, 62, 70] - 3770;4859
27;16;21;10;0.6;0.15;6;21;[1, 2, 9, 11, 21, 23, 33, 49, 55, 58, 62, 70] - 3770;4859
28;21;17;4;0.2;0.15;5;17;[1, 2, 9, 11, 21, 23, 33, 49, 55, 58, 62, 70] - 3770;4654
29;17;18;10;0.6;0.15;5;18;[1, 2, 9, 11, 21, 23, 33, 49, 55, 58, 62, 70] - 3770;4859
30;18;21;10;0.6;0.15;6;21;[1, 3, 23, 33, 46, 49, 58, 62, 70] - 3884;4859
31;21;16;4;0.2;0.15;5;16;[1, 3, 13, 31, 41, 47, 55, 57, 70] - 3928;5010
32;16;20;10;0.6;0.15;6;20;[1, 3, 13, 31, 41, 47, 55, 57, 70] - 3928;5160
33;20;25;12;0.2;0.15;7;26;[1, 3, 13, 31, 33, 49, 55, 58, 62, 70] - 3887;4789
34;25;20;6;0.2;0.15;6;21;[1, 3, 13, 31, 33, 49, 55, 58, 62, 70] - 3887;4718
35;20;24;12;0.2;0.15;7;25;[1, 3, 13, 31, 33, 49, 55, 58, 62, 70] - 3887;4716
36;24;18;4;0.2;0.15;5;19;[1, 3, 13, 31, 33, 49, 55, 58, 62, 70] - 3887;4660
37;18;20;10;0.6;0.15;6;20;[1, 3, 13, 31, 33, 49, 55, 58, 62, 70] - 3887;4807
38;20;24;12;0.2;0.15;7;25;[1, 3, 5, 12, 22, 25, 33, 49, 55, 58, 62, 70] - 3784;4634
39;24;17;4;0.2;0.15;5;18;[1, 3, 5, 12, 22, 25, 33, 49, 55, 58, 62, 70] - 3784;4634
40;17;19;10;0.6;0.15;5;19;[1, 3, 23, 33, 47, 56, 63, 70] - 3824;5019
41;19;22;12;0.6;0.15;6;23;[1, 3, 23, 33, 47, 56, 63, 70] - 3824;5121
42;22;17;4;0.2;0.15;5;18;[1, 3, 23, 33, 47, 56, 63, 70] - 3824;4761
43;17;21;10;0.6;0.15;6;22;[1, 2, 9, 13, 23, 25, 33, 47, 55, 58, 62, 70] - 3754;4516
44;21;17;4;0.2;0.15;5;17;[1, 2, 9, 13, 23, 25, 33, 47, 55, 58, 62, 70] - 3754;4501
45;17;18;10;0.6;0.15;5;18;[1, 2, 9, 13, 40, 44, 45, 56, 63, 70] - 3841;4662
46;18;21;10;0.6;0.15;6;21;[1, 2, 9, 13, 40, 44, 45, 56, 63, 70] - 3841;4627
47;21;16;4;0.2;0.15;5;16;[1, 2, 9, 21, 31, 40, 44, 54, 56, 63, 70] - 3738;4549
48;16;20;10;0.6;0.15;6;20;[1, 2, 9, 21, 31, 40, 44, 54, 56, 63, 70] - 3738;4629
49;20;23;12;0.2;0.15;6;23;[1, 2, 3, 23, 25, 33, 49, 58, 62, 70] - 3752;4629
50;23;17;4;0.2;0.15;5;17;[1, 2, 9, 13, 21, 23, 25, 33, 49, 58, 62, 70] - 3798;4707
51;17;21;10;0.6;0.15;6;22;[1, 2, 9, 13, 21, 23, 25, 33, 49, 58, 62, 70] - 3798;4617
52;21;16;4;0.2;0.15;5;16;[1, 2, 4, 10, 11, 21, 31, 41, 45, 57, 70] - 3974;4694
53;16;21;10;0.6;0.15;6;21;[1, 3, 13, 22, 25, 33, 41, 45, 57, 70] - 3799;4498
54;21;17;4;0.2;0.15;5;17;[1, 3, 13, 22, 25, 33, 41, 45, 57, 70] - 3799;4595
55;17;21;10;0.6;0.15;6;22;[1, 3, 13, 22, 25, 33, 41, 45, 57, 70] - 3799;4668
56;21;17;4;0.2;0.15;5;17;[1, 3, 13, 22, 25, 33, 41, 45, 57, 70] - 3799;4668
57;17;20;10;0.6;0.15;6;21;[1, 2, 3, 23, 31, 41, 45, 57, 70] - 3987;4706
58;20;25;12;0.2;0.15;7;26;[1, 2, 3, 23, 33, 47, 49, 58, 62, 70] - 3850;4650
59;25;21;6;0.2;0.15;6;22;[1, 2, 3, 23, 31, 41, 45, 57, 70] - 3987;4685
60;21;16;4;0.2;0.15;5;16;[1, 3, 5, 6, 22, 23, 25, 33, 41, 45, 56, 63, 70] - 3986;4891
61;16;20;10;0.6;0.15;6;20;[1, 3, 23, 33, 47, 56, 63, 70] - 3824;4891
62;20;23;12;0.2;0.15;6;23;[1, 3, 12, 13, 23, 33, 49, 55, 58, 62, 70] - 3779;4852
63;23;18;4;0.2;0.15;5;18;[1, 3, 23, 33, 47, 56, 63, 70] - 3824;4891
64;18;21;10;0.6;0.15;6;21;[1, 3, 23, 33, 47, 56, 63, 70] - 3824;4902
65;21;17;4;0.2;0.15;5;17;[1, 2, 4, 11, 21, 23, 33, 47, 55, 58, 62, 70] - 3978;4893
66;17;20;10;0.6;0.15;6;21;[1, 2, 4, 11, 21, 23, 33, 47, 55, 58, 62, 70] - 3978;4908
