geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 80; 53; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 37;41;
2; 53; 29; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 29;36;
3; 29; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 16;33;
4; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;34;
5; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;34;
6; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;34;
7; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;34;
8; 22; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 7;33;
9; 18; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;33;
10; 19; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
11; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;34;
12; 22; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;33;
13; 20; 23; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 8;34;
14; 23; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33;
15; 21; 11; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 13;31;
16; 11; 11; 4; 0.5; 1; 0; 1; 0; 0.03; 1; 1; 5;31;
17; 11; 11; 4; 0.5; 0; 0; 2; 0; 0.03; 1; 1; 5;31;
18; 11; 13; 4; 0.5; 0; 0; 2; 0; 0.03; 1; 1; 3;31;
19; 13; 15; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5;32;
20; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;32;

