geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 80; 82; 16; 0.2; 0.3; 29; 43; [1, 4, 10, 20] - 1086; -2;
2; 82; 83; 16; 0.2; 0.3; 30; 45; [1, 2, 4, 10, 20] - 1163; 2147483646;
3; 83; 85; 16; 0.2; 0.3; 30; 44; [1, 2, 4, 10, 20] - 1163; 2147483646;
4; 85; 89; 18; 0.2; 0.3; 31; 45; [1, 2, 9, 11, 20] - 1165; 2291;
5; 89; 92; 18; 0.2; 0.3; 33; 48; [1, 3, 9, 11, 20] - 1320; -2;
6; 92; 95; 18; 0.2; 0.3; 33; 48; [1, 3, 9, 11, 20] - 1320; 2291;
7; 95; 98; 20; 0.2; 0.3; 35; 52; [1, 4, 11, 20] - 1408; -2;
8; 98; 100; 20; 0.2; 0.3; 36; 54; [1, 2, 3, 9, 11, 20] - 1453; -2;
9; 100; 101; 20; 0.2; 0.3; 36; 55; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
10; 101; 102; 20; 0.2; 0.3; 37; 56; [1, 2, 4, 11, 20] - 1485; -2;
11; 102; 103; 20; 0.2; 0.3; 37; 56; [1, 2, 3, 9, 11, 20] - 1453; 2147483646;
12; 103; 103; 20; 0.2; 0.3; 37; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
13; 103; 103; 20; 0.2; 0.3; 37; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
14; 103; 103; 20; 0.2; 0.3; 37; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
15; 103; 103; 20; 0.2; 0.3; 37; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
16; 103; 103; 20; 0.2; 0.3; 37; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
17; 103; 103; 20; 0.2; 0.3; 37; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
18; 103; 103; 20; 0.2; 0.3; 37; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
19; 103; 104; 20; 0.2; 0.3; 37; 56; [1, 2, 3, 9, 11, 20] - 1453; -2;
20; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
21; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 2, 4, 11, 20] - 1485; -2;
22; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 2, 4, 11, 20] - 1485; -2;
23; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 2, 4, 11, 20] - 1485; -2;
24; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; -2;
25; 104; 104; 20; 0.2; 0.3; 38; 58; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
26; 104; 105; 20; 0.2; 0.3; 38; 57; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
27; 105; 107; 22; 0.2; 0.3; 39; 59; [1, 3, 5, 6, 7, 18, 19] - 1479; 2147483646;
28; 107; 108; 22; 0.2; 0.3; 39; 60; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
29; 108; 109; 22; 0.2; 0.3; 39; 60; [1, 2, 3, 9, 11, 20] - 1453; 2147483646;
30; 109; 110; 22; 0.2; 0.3; 40; 61; [1, 2, 3, 9, 11, 20] - 1453; -2;
31; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
32; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
33; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
34; 110; 110; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
35; 110; 109; 22; 0.2; 0.3; 40; 63; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
36; 109; 110; 22; 0.2; 0.3; 40; 61; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
37; 110; 109; 22; 0.2; 0.3; 40; 63; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
38; 109; 109; 22; 0.2; 0.3; 40; 62; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;
39; 109; 110; 22; 0.2; 0.3; 40; 61; [1, 3, 5, 6, 7, 18, 19] - 1479; -2;
40; 110; 109; 22; 0.2; 0.3; 40; 63; [1, 3, 5, 6, 7, 15, 16, 18, 19] - 1486; 2147483646;

