geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 55; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 35;42
2; 55; 34; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 26;39
3; 34; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 17;37
4; 20; 25; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 6;37
5; 25; 24; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;37
6; 24; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 11;35
7; 16; 17; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 8;35
8; 17; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 5;35
9; 21; 15; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 9;34
10; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;34
11; 16; 19; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 6;34
12; 19; 20; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;34
13; 20; 20; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 11;33
14; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 8;34
15; 23; 15; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 11;32
16; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33
17; 16; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 6;33
18; 19; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;34
19; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;34
20; 22; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 9;32
21; 16; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;33
22; 19; 21; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 7;33
23; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;32
24; 19; 21; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 7;33
25; 21; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 10;31
26; 14; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;32
27; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;32
28; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33
29; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33
30; 21; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 8;32

