geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo;
1; 40; 27; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 18
2; 27; 20; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 10
3; 20; 19; 10; 0.5; 1; 0; 4; 0; 0.03; 1; 1; 12
4; 19; 22; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 6
5; 22; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 7
6; 18; 21; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 6
7; 21; 16; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 8
8; 16; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7
9; 18; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8
10; 19; 21; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 7

