geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 80; 67; 16; 0.2; 0.15; 17; 60; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4829;
2; 67; 54; 14; 0.2; 0.15; 14; 51; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4757;
3; 54; 43; 10; 0.2; 0.15; 11; 38; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4757;
4; 43; 36; 8; 0.2; 0.15; 9; 32; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4727;
5; 36; 34; 8; 0.2; 0.15; 8; 26; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4654;
6; 34; 30; 6; 0.2; 0.15; 7; 23; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4541;
7; 30; 23; 6; 0.2; 0.15; 6; 23; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4399;
8; 23; 19; 4; 0.2; 0.15; 5; 15; [1, 3, 23, 33, 47, 55, 58, 62, 70]: 3571, trocas: -1; 4399;
9; 19; 27; 12; 0.6; 0.15; 7; 21; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4494;
10; 27; 27; 6; 0.2; 0.15; 6; 18; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4494;
11; 27; 27; 6; 0.2; 0.15; 6; 18; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4388;
12; 27; 28; 6; 0.2; 0.15; 6; 17; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4388;
13; 28; 25; 6; 0.2; 0.15; 6; 17; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4214;
14; 25; 24; 6; 0.2; 0.15; 6; 17; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4299;
15; 24; 23; 4; 0.2; 0.15; 5; 14; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3715;
16; 23; 21; 4; 0.2; 0.15; 5; 13; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3595;
17; 21; 21; 4; 0.2; 0.15; 5; 13; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3595;
18; 21; 22; 4; 0.2; 0.15; 5; 12; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3595;
19; 22; 23; 4; 0.2; 0.15; 5; 10; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3571;
20; 23; 23; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3571;
21; 23; 23; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3571;
22; 23; 23; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3571;
23; 23; 21; 4; 0.2; 0.15; 5; 11; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3595;
24; 21; 18; 4; 0.2; 0.15; 4; 11; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4164;
25; 18; 26; 10; 0.6; 0.15; 6; 14; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4223;
26; 26; 27; 6; 0.2; 0.15; 6; 13; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3590;
27; 27; 29; 6; 0.2; 0.15; 6; 16; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3595;
28; 29; 26; 6; 0.2; 0.15; 7; 22; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4027;
29; 26; 28; 6; 0.2; 0.15; 6; 16; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4056;
30; 28; 25; 6; 0.2; 0.15; 6; 19; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4221;
31; 25; 25; 6; 0.2; 0.15; 6; 18; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4221;
32; 25; 24; 6; 0.2; 0.15; 6; 17; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4229;
33; 24; 20; 4; 0.2; 0.15; 5; 13; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 3917;
34; 20; 28; 12; 0.2; 0.15; 6; 18; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4025;
35; 28; 23; 6; 0.2; 0.15; 6; 23; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4104;
36; 23; 19; 4; 0.2; 0.15; 5; 13; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4110;
37; 19; 27; 12; 0.6; 0.15; 6; 18; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4187;
38; 27; 27; 6; 0.2; 0.15; 6; 16; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4101;
39; 27; 27; 6; 0.2; 0.15; 6; 16; [1, 3, 23, 33, 47, 55, 57, 70]: 3429, trocas: 3; 4015;
