geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 68; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 22;45
2; 68; 57; 6; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 19;43
3; 57; 48; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 14;42
4; 48; 41; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 12;41
5; 41; 35; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 11;39
6; 35; 29; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 9;38
7; 29; 25; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 7;37
8; 25; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;36
9; 22; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;35
10; 19; 21; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;36

