geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 80; 52; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 76;43
2; 52; 32; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 50;39
3; 32; 23; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 24;38
4; 23; 13; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 26;35
5; 13; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 10;35
6; 15; 17; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 10;35
7; 17; 21; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 10;35
8; 21; 13; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 22;32
9; 13; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 12;32
10; 14; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 12;32
11; 15; 17; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 10;33
12; 17; 16; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 20;32
13; 16; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 16;33
14; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 14;33
15; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 16;33
16; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 16;33
17; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 12;32
18; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 18;33
19; 22; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 12;32
20; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 14;32
21; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 10;32
22; 19; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 14;32
23; 21; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 16;31
24; 16; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 14;32
25; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 18;32
26; 18; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 14;32
27; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 16;33
28; 23; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 12;32
29; 20; 20; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 22;32
30; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 18;32

