geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana;
1; 34; 27; 6; 0.2; 0.3; 11; 24; [1, 4, 10, 20] - 1086; 1814;
2; 27; 25; 6; 0.2; 0.3; 10; 18; [1, 4, 10, 20] - 1086; 1731;
3; 25; 23; 6; 0.2; 0.3; 9; 17; [1, 4, 10, 20] - 1086; 1711;
4; 23; 22; 4; 0.2; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1711;
5; 22; 23; 4; 0.2; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1711;
6; 23; 23; 4; 0.2; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1711;
7; 23; 22; 4; 0.2; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1711;
8; 22; 21; 4; 0.2; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1660;
9; 21; 20; 4; 0.2; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1660;
10; 20; 23; 12; 0.2; 0.3; 8; 17; [1, 4, 10, 20] - 1086; 1711;

