geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana
1; 34; 26; 6; 0.2; ; 0.3; 11; 25; [1, 4, 10, 20] - 1086; 1814;
2; 26; 26; 6; 0.2; ; 0.3; 9; 15; [1, 4, 10, 20] - 1086; 1718;
3; 26; 23; 6; 0.2; ; 0.3; 9; 18; [1, 4, 10, 20] - 1086; 1689;
4; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1689;
5; 23; 22; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1689;
6; 22; 21; 4; 0.2; ; 0.3; 8; 13; [1, 4, 10, 20] - 1086; 1660;
7; 21; 22; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1689;
8; 22; 22; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1689;
9; 22; 22; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1689;
10; 22; 23; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1689;

