geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; N??oCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 36; 29; 8; 0.2; 4; 0; 0; 0; 0.3; 12; 12; 27;1832
2; 29; 27; 6; 0.2; 2; 0; 1; 0; 0.3; 10; 10; 18;1814
3; 27; 26; 6; 0.2; 2; 1; 0; 0; 0.3; 9; 9; 16;1718
4; 26; 26; 6; 0.2; 2; 1; 0; 0; 0.3; 9; 9; 15;1711
5; 26; 26; 6; 0.2; 2; 0; 1; 0; 0.3; 10; 10; 16;1711
6; 26; 26; 6; 0.2; 2; 0; 1; 0; 0.3; 10; 10; 16;1689
7; 26; 23; 6; 0.2; 1; 1; 1; 0; 0.3; 9; 9; 18;1612
8; 23; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 12;1612
9; 23; 23; 4; 0.2; 1; 1; 0; 0; 0.3; 9; 9; 13;1612
10; 23; 21; 4; 0.2; 2; 0; 0; 0; 0.3; 9; 9; 15;1594
11; 21; 22; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 11;1612
12; 22; 23; 4; 0.2; 2; 0; 0; 0; 0.3; 8; 8; 11;1612
13; 23; 25; 4; 0.2; 1; 0; 1; 0; 0.3; 9; 9; 11;1660
14; 25; 24; 6; 0.2; 3; 0; 0; 0; 0.3; 9; 9; 16;1612
15; 24; 23; 4; 0.2; 1; 0; 1; 0; 0.3; 8; 8; 13;1594
16; 23; 24; 4; 0.2; 0; 1; 1; 0; 0.3; 9; 9; 12;1612
17; 24; 24; 4; 0.2; 2; 0; 0; 0; 0.3; 8; 8; 12;1612
18; 24; 26; 4; 0.2; 1; 1; 0; 0; 0.3; 9; 9; 11;1619
19; 26; 27; 6; 0.2; 1; 1; 1; 0; 0.3; 10; 10; 15;1619
20; 27; 27; 6; 0.2; 1; 1; 1; 0; 0.3; 10; 10; 16;1619

