geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 80; 90; 16; 0.2; 0.15; 15; 21; [1, 2, 5, 12, 13, 19, 20] - 30; 44;
2; 90; 111; 18; 0.2; 0.15; 17; 14; [1, 2, 5, 12, 13, 19, 20] - 30; 44;
3; 111; 142; 22; 0.2; 0.15; 20; 11; [1, 3, 5, 10, 14, 15, 20] - 29; 44;
4; 142; 182; 28; 0.2; 0.15; 26; 14; [1, 3, 5, 10, 14, 15, 20] - 29; 45;
5; 182; 236; 36; 0.2; 0.15; 33; 15; [1, 3, 5, 10, 14, 15, 20] - 29; 46;
6; 236; 301; 48; 0.2; 0.15; 43; 26; [1, 3, 5, 10, 14, 15, 20] - 29; 46;
7; 301; 383; 60; 0.2; 0.15; 55; 33; [1, 3, 5, 10, 14, 15, 20] - 29; 48;
8; 383; 483; 76; 0.2; 0.15; 69; 45; [1, 3, 5, 10, 14, 15, 20] - 29; 49;
9; 483; 602; 96; 0.2; 0.15; 87; 64; [1, 3, 5, 10, 14, 15, 20] - 29; 49;
10; 602; 754; 120; 0.2; 0.15; 109; 77; [1, 3, 5, 10, 14, 15, 20] - 29; 50;

