geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 26; 22; 5, 0.2, 0.3, 8, 17, [1, 4, 10, 20] - 1086, 1711
2; 22; 21; 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1660
3; 21; 23; 4, 0.2, 0.3, 7, 9, [1, 4, 10, 20] - 1086, 1711
4; 23; 20; 4, 0.2, 0.3, 7, 14, [1, 4, 10, 20] - 1086, 1660
5; 20; 22; 12, 0.2, 0.3, 8, 18, [1, 4, 10, 20] - 1086, 1711
6; 22; 21; 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1556
7; 21; 20; 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1556
8; 20; 22; 12, 0.2, 0.3, 8, 18, [1, 4, 10, 20] - 1086, 1587
9; 22; 23; 4, 0.2, 0.3, 7, 10, [1, 4, 10, 20] - 1086, 1587
10; 23; 22; 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1587

