geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 28; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 17;39;
2; 28; 15; 2; 0.5; 0; 0; 1; 0; 0.03; 0; 0; 15;34;
3; 15; 17; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 5;33;
4; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;33;
5; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 6;33;
6; 19; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 9;33;
7; 19; 22; 9; 0.1; 2; 0; 2; 0; 0.03; 0; 0; 6;34;
8; 22; 12; 2; 0.5; 1; 0; 0; 0; 0.03; 0; 0; 12;31;
9; 12; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 4;31;
10; 14; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;31;
11; 15; 16; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;31;
12; 16; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 6;32;
13; 18; 19; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32;
14; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;32;
15; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;32;
16; 23; 17; 2; 0.5; 1; 0; 0; 0; 0.03; 0; 0; 8;31;
17; 17; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 8;31;
18; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;31;
19; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;32;
20; 18; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;32;

