geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 34; 8; 0.2; 0.15; 8; 28; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 5030;
2; 34; 29; 6; 0.2; 0.15; 6; 23; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 4941;
3; 29; 26; 5; 0.2; 0.15; 5; 17; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 4879;
4; 26; 27; 5; 0.2; 0.15; 5; 13; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3884;
5; 27; 18; 5; 0.2; 0.15; 4; 18; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3884;
6; 18; 19; 10; 0.6; 0.15; 5; 20; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3694;
7; 19; 20; 11; 0.6; 0.15; 5; 21; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3694;
8; 20; 20; 12; 0.6; 0.15; 5; 21; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3694;
9; 20; 19; 12; 0.6; 0.15; 5; 20; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3694;
10; 19; 19; 11; 0.6; 0.15; 5; 20; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3694;
11; 19; 23; 11; 0.6; 0.15; 6; 23; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3694;
12; 23; 16; 4; 0.2; 0.15; 4; 17; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3691;
13; 16; 15; 9; 0.6; 0.15; 4; 16; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3691;
14; 15; 17; 9; 0.6; 0.15; 4; 17; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3544;
15; 17; 17; 10; 0.6; 0.15; 4; 18; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3544;
16; 17; 17; 10; 0.6; 0.15; 4; 18; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3544;
17; 17; 17; 10; 0.6; 0.15; 4; 18; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3544;
18; 17; 16; 10; 0.6; 0.15; 4; 17; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3544;
19; 16; 17; 9; 0.6; 0.15; 4; 18; [1, 2, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3544; 3544;
