geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 26; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 19;42;
2; 26; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 12;38;
3; 16; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 5;38;
4; 19; 20; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;37;
5; 20; 22; 10; 0.1; 0; 0; 5; 0; 0.03; 0; 0; 8;38;
6; 22; 13; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 11;35;
7; 13; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 5;35;
8; 14; 15; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 6;35;
9; 15; 16; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;35;
10; 16; 17; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 7;35;
11; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;34;
12; 18; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;34;
13; 20; 24; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 6;34;
14; 24; 12; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 14;32;
15; 12; 13; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 5;32;
16; 13; 13; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 6;32;
17; 13; 13; 6; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 6;32;
18; 13; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 5;32;
19; 14; 14; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 7;32;
20; 14; 16; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 5;33;

