geracao, tamanhoAntesOP, tamanhoDepoisOP, quantidadeCruzados, taxaCruzamento, taxaMutacao, NumElitismo, melhor, mediana;
1, 30, 23, 6, 0.2, 0.3, 9, 22, [1, 2, 4, 10, 20] - 1163, 1844;
2, 23, 24, 4, 0.2, 0.3, 7, 10, [1, 4, 10, 20] - 1086, 1814;
3, 24, 22, 4, 0.2, 0.3, 7, 13, [1, 4, 10, 20] - 1086, 1718;
4, 22, 21, 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1689;
5, 21, 21, 4, 0.2, 0.3, 7, 11, [1, 4, 10, 20] - 1086, 1689;
6, 21, 20, 4, 0.2, 0.3, 6, 11, [1, 4, 10, 20] - 1086, 1689;
7, 20, 20, 12, 0.2, 0.3, 7, 19, [1, 4, 10, 20] - 1086, 1689;
8, 20, 21, 12, 0.2, 0.3, 7, 18, [1, 4, 10, 20] - 1086, 1689;
9, 21, 20, 4, 0.2, 0.3, 7, 12, [1, 4, 10, 20] - 1086, 1689;
10, 20, 23, 12, 0.2, 0.3, 8, 17, [1, 4, 10, 20] - 1086, 1711;

