geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 26; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 19;43;
2; 26; 15; 2; 0.5; 1; 0; 0; 0; 0.03; 0; 0; 13;38;
3; 15; 14; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 8;36;
4; 14; 16; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 5;36;
5; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;35;
6; 16; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 6;36;
7; 18; 21; 9; 0.1; 3; 0; 1; 0; 0.03; 0; 0; 6;36;
8; 21; 12; 2; 0.5; 1; 0; 0; 0; 0.03; 0; 0; 11;34;
9; 12; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 4;34;
10; 14; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;34;
11; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;34;
12; 15; 16; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 6;34;
13; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;34;
14; 16; 17; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 7;35;
15; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;34;
16; 18; 20; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;34;
17; 20; 21; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 9;34;
18; 21; 12; 2; 0.5; 0; 0; 1; 0; 0.03; 0; 0; 11;33;
19; 12; 14; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 4;33;
20; 14; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 6;34;

