geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 26; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 19;42;
2; 26; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 12;38;
3; 16; 14; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 10;36;
4; 14; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;36;
5; 15; 17; 7; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 5;37;
6; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;36;
7; 18; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;36;
8; 19; 16; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 12;34;
9; 16; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 4;35;
10; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;35;

