geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 27; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 18;43;
2; 27; 14; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 15;36;
3; 14; 16; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 5;37;
4; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;37;
5; 18; 18; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 9;36;
6; 18; 16; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 11;35;
7; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;35;
8; 16; 15; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 9;34;
9; 15; 18; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 4;34;
10; 18; 18; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 9;34;
11; 18; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;35;
12; 20; 20; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 10;34;
13; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 9;34;
14; 21; 15; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 8;33;
15; 15; 18; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 4;34;
16; 18; 20; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;33;
17; 20; 22; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 8;33;
18; 22; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 6;32;
19; 18; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;33;
20; 20; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 10;33;

