geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 40; 45; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 0;51.0
2; 45; 50; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 0;51.0
3; 50; 56; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;51.0
4; 56; 62; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 0;51.0
5; 62; 70; 6; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 0;48.0
6; 70; 79; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 0;48.0
7; 79; 88; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 0;51.0
8; 88; 98; 8; 0.1; 3; 0; 1; 0; 0.03; 2; 2; 0;51.0
9; 98; 110; 9; 0.1; 4; 0; 0; 0; 0.03; 3; 3; 0;51.0
10; 110; 124; 11; 0.1; 5; 0; 0; 0; 0.03; 3; 3; 0;51.0

