geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 27; 8; 0.2; 0.15; 7; 28; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 5471;
2; 27; 18; 5; 0.2; 0.15; 4; 18; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 4955;
3; 18; 16; 10; 0.6; 0.15; 4; 16; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4869;
4; 16; 14; 9; 0.6; 0.15; 3; 14; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4869;
5; 14; 12; 8; 0.6; 0.15; 3; 13; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4869;
6; 12; 10; 7; 0.6; 0.15; 2; 11; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4709;
7; 10; 9; 6; 0.6; 0.15; 2; 9; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4709;
8; 9; 8; 5; 0.6; 0.15; 2; 8; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4709;
9; 8; 6; 4; 0.6; 0.15; 1; 7; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4595;
10; 6; 5; 3; 0.6; 0.15; 1; 5; [1, 3, 5, 6, 12, 14, 26, 33, 41, 44, 55, 58, 62, 70] - 4595; 4595;

