geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 27; 8; 0.2; 0.15; 7; 28; [1, 3, 12, 22, 23, 33, 47, 55, 58, 62, 70] - 3634; 4983;
2; 27; 18; 5; 0.2; 0.15; 4; 18; [1, 2, 3, 12, 13, 21, 23, 33, 49, 58, 62, 70] - 3844; 4994;
3; 18; 16; 10; 0.6; 0.15; 4; 16; [1, 2, 3, 12, 13, 21, 23, 33, 49, 58, 62, 70] - 3844; 5127;
4; 16; 14; 9; 0.6; 0.15; 3; 14; [1, 3, 13, 23, 33, 46, 49, 58, 62, 70] - 3977; 5127;
5; 14; 12; 8; 0.6; 0.15; 3; 13; [1, 3, 13, 23, 33, 46, 49, 58, 62, 70] - 3977; 4882;
6; 12; 10; 7; 0.6; 0.15; 2; 11; [1, 3, 13, 23, 33, 46, 49, 58, 62, 70] - 3977; 5021;
7; 10; 9; 6; 0.6; 0.15; 2; 9; [1, 2, 3, 9, 13, 23, 33, 49, 55, 57, 70] - 3850; 4809;
8; 9; 8; 5; 0.6; 0.15; 2; 8; [1, 2, 3, 9, 13, 23, 33, 49, 55, 57, 70] - 3850; 4940;
9; 8; 6; 4; 0.6; 0.15; 1; 7; [1, 2, 3, 5, 12, 22, 24, 28, 35, 49, 58, 62, 70] - 4405; 4940;
10; 6; 5; 3; 0.6; 0.15; 1; 5; [1, 3, 9, 11, 21, 22, 33, 41, 46, 49, 58, 62, 70] - 4581; 5009;

