geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 25; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 20;40;
2; 25; 16; 2; 0.5; 0; 0; 1; 0; 0.03; 0; 0; 11;36;
3; 16; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 5;36;
4; 19; 21; 9; 0.1; 3; 0; 1; 0; 0.03; 0; 0; 7;36;
5; 21; 14; 2; 0.5; 1; 0; 0; 0; 0.03; 0; 0; 9;34;
6; 14; 14; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 7;34;
7; 14; 15; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 6;35;
8; 15; 15; 7; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 7;34;
9; 15; 17; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 5;34;
10; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 6;34;
11; 19; 21; 9; 0.1; 4; 0; 0; 0; 0.03; 0; 0; 7;34;
12; 21; 15; 2; 0.5; 1; 0; 0; 0; 0.03; 0; 0; 8;33;
13; 15; 16; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;33;
14; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;33;
15; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;33;
16; 19; 20; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;33;
17; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 0; 0; 7;34;
18; 23; 16; 2; 0.5; 0; 0; 1; 0; 0.03; 0; 0; 9;32;
19; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;32;
20; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;32;
21; 19; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;33;
22; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 9;33;
23; 21; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 0; 0; 5;32;
24; 18; 19; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;32;
25; 19; 20; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;33;
26; 20; 20; 10; 0.5; 1; 0; 4; 0; 0.03; 0; 0; 10;32;
27; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 9;32;
28; 21; 14; 2; 0.5; 0; 0; 1; 0; 0.03; 0; 0; 9;31;
29; 14; 14; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 7;31;
30; 14; 16; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 5;32;

