geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 29; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 16;43;
2; 29; 15; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 17;36;
3; 15; 17; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;36;
4; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;36;
5; 19; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;36;
6; 19; 22; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 6;36;
7; 22; 17; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 8;35;
8; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;35;
9; 19; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;36;
10; 20; 20; 10; 0.5; 2; 0; 3; 0; 0.03; 1; 1; 11;35;
11; 20; 25; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 6;36;
12; 25; 14; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 14;33;
13; 14; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;33;
14; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33;
15; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33;
16; 18; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33;
17; 19; 21; 8; 0.1; 0; 0; 4; 0; 0.03; 1; 1; 7;34;
18; 21; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 6;33;
19; 18; 22; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 5;33;
20; 22; 16; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 9;32;
21; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;33;
22; 17; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
23; 18; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33;
24; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;33;
25; 22; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;32;
26; 18; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;33;
27; 20; 24; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 7;33;
28; 24; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 9;32;
29; 18; 20; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 7;33;
30; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;33;

