geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 40; 31; 8; 0.2; 0.3; 15; 32; [1, 2, 4, 10, 14, 15, 20] - 31; 47;
2; 31; 24; 6; 0.2; 0.3; 12; 25; [1, 3, 5, 12, 13, 19, 20] - 30; 48;
3; 24; 18; 4; 0.2; 0.3; 9; 19; [1, 3, 5, 12, 19, 20] - 32; 48;
4; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 8, 9, 13, 15, 20] - 33; 48;
5; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 5, 10, 13, 19, 20] - 33; 50;
6; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 4, 11, 13, 19, 20] - 34; 52;
7; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 8, 9, 13, 19, 20] - 33; 52;
8; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 5, 10, 13, 19, 20] - 33; 54;
9; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 5, 12, 19, 20] - 32; 54;
10; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 5, 12, 19, 20] - 32; 51;

